,tag,content,sn,lang,length,length_encoded_utf8
92,para,Tua akilawmzah phalna leh suahtaknate pen Gam khempeuh Kipawlna ii ngimna leh thubullette tawh kilehbulh in zang ngeilo ding hi.,93,ctd,128,128
93,title,Thu 30,94,ctd,6,6
94,para,"Hih thutangkona sungah akihel thuneihna leh suahtakna a siat theih nading ngimna tawh gam khat ading in hitaleh, mi pawlkhat ading in hitaleh, milip ading in hitaleh, kihel in sem thei lel hi ci-in deihkaih in khia theilo ding hi.",95,ctd,230,230
0,title,DIKLAI PUM THLANGHING HAMHMOEL OL HOE NA CAYOL,1,hlt,46,46
1,para,"1948 kum December ni 10 vaeng ah diklai pum mawtkung(UNO roihui) rhoek ngoltunna lam ka loh thlanghing hamhmoel ti he khuek athui uphoei ah hoe la om. Tikah olhoe nah caa tetah a hnuk kah caa hmai dongah asoep cala tueng ni. Tlamtluk cilol la a ka coeng hamkoi olhoe nahhe asai phoei ah, tikah ngoltun naloh laihman kah barhan rhoek boeih loh, he kah olhoe nahhe rhingpuei taeng ah kaphong ni ti khaw saeh, te buengmuehla ramtung cana neh ram boeih kah nainganyae paihmuen dong ah hangdang tih paekboe muehla, olpui koek la saengim neh atloe cangnah boeih ah hi kah olhoe nah kong he tael hamla, rhephmuh na koi ah tai ham, taeham neh along a im thuicaihna ka sai ni tikhaw saeh patoeng thui la om.",2,hlt,698,698
2,title,Ol rhoek nah,3,hlt,12,12
3,para,"Thlang boeihkah thlangphun rimomna thlangtom vanpitna hamhmoel boeih pompuina tah thlangboeih kah zalpo nah, duengtlangna, roepremna roek kah a kungpui la a om dong ah khaw ti saeh:",4,hlt,181,181
4,para,"Thlanghing hamhmoel cina bangla nawtsap napawt he thlangtom boeih kah singyoe te aka phaekung ka thae koek khoboe rhamlang la acoeng sak thai dong ah khaw ti saeh, alangya la thuikhan thaina, alangya la bawkthaina, rhalrih na neh khodaeng patang khang na khui lam ka loh loeih tih khosak omthenna diklai phueng na thai ham la, thlangtom boeih loh mah kah ngaihna asang koek la aphong coeng dong ah khaw ti saeh;",5,hlt,411,411
5,para,"Thlangtom boeih loh atuengta mueh la hnaemtaekna, ukkna, thaekhana na neh ahnukhit ah acoeng thai pawt dong ah lungpok haica neh caemthohna a om na pawt ham, thlanghing hamhmoel na te upadi neh dawndah paham la angoe dong akhaw tisaeh;",6,hlt,235,235
6,para,"Ramtung khat neh khat roeprem cala tukkai na u thae, pomsangna ham la bisai ham a om dong ah khaw tisaeh;",7,hlt,105,105
7,para,"UN roihui boeih loh mahkah hamhmoel boeih te khaw, thlanghing rimom na khaw saeh huta tungpa hamhmoel vanpitna khaw saeh, ka hinyah na ni tila koekthoek ah apom phoei bal ah thlanghing khosak aroeng na neh a aomthen na atang aroeng na ham ol akam coeng dong khaw ti saeh;",8,hlt,271,271
8,para,"UN roihui boeih loh UN neh bongyong u tih thlanghing hamhmoel cina khaw saeh, akungsut yalpona hamhmoel khaw tisaeh, diklai pum ah avaina thai ham tha ka paek ni ti la ol akam coeng dong ah khaw tisaeh:",9,hlt,202,202
9,para,Te dongah,10,hlt,9,9
10,para,UNO ngoltun na loh,11,hlt,18,18
11,para,"Ramtom thlanghing hamhmoel cayol he thlangboeih neh buping boeih loh thinkolungbuei ah akhoem doe ah tekah hamhmoel neh yalpona he ahinyah na u hamla ringtuk doe ah tha kahuel uhni tina khaw tiseh; UN roihui cana neh tikah ramtung khui kah khoram kah pilnam boeih loh, tikah hamhmoel na te acoeng thai khui ah bit bit avai thai na hamla ramkhui ramvoel ah tha kahuel uhni tilam khaw tiseh, amaengtaeng tih ramtom thlanghing hamhmoel olhoena cayol te ramtom boeih, thlangtom boeih, vanpit cala abi na u thai ham la, hoe la om.",12,hlt,525,525
12,para,Caboelna,13,hlt,8,8
13,title,Boel-1.,14,hlt,7,7
14,para,"Thlangboeih he rhimomna, vanpitna, yalpona hamhmoel ka tawn thlang la cuun la ng’om u. Thlanghing he athae-then paekboe thaina neh yakming thaina moeiboe ka tawn thlang la n’om u dong ah khat neh khat lungvat na neh thloehlan voekhlak u thae ham om.",15,hlt,249,253
15,title,Boel-2.,16,hlt,7,7
16,para,"Thlang boeih loh thlanghing hamhoel cayol dong kah hnosaithai na neh yalpona hamhmoel boeih he apang ham om. Thlangphun, vuen yong, huta-tungpa, ol, nainganyae poekna, atloetloe poekna, ramtung neh tukkaina, khosak na neh thawtna kong, khuehtawn koeva, khuilam ben neh atloe tloe dong ah paek boe na om boel saeh.",17,hlt,313,313
17,para,"Tecoengah, thlangkhat kho asak nah ramtung tpt khoram khat kah nainganyae dong ah mai a, ukna hmuen dong mai a, ramtung khat neh khat tukkai na dong mai a, thlang khat khosak na hmuen dong ah mai a, ramtung khat te amah ngaihloei ah a uk ram la aom mai a, tpt UNO loh adawndah ramtung la aom mai a, tpt amah poek ah rakthuem ka uk u ramtung la aom mai a, tlam te amah poek ah boeih ka uk u pawh ram la ka om mai a khat neh khat laklo ah paekboe na om boel saeh.",18,hlt,461,461
18,title,Boel-3.,19,hlt,7,7
19,para,Thlanghing boeih uca khaw sasueng cala ngaihloei ah hingthaina hamhmoel atawn.,20,hlt,78,78
20,title,Boel-4.,21,hlt,7,7
21,para,Uca khaw sal la tpt salbang la tuihhno tuihba ham om pawh. Upadi kah voel ah sal na te hnopai bangla yoih na neh laina khang pa ni.,22,hlt,131,131
22,title,Boel-5,23,hlt,6,6
23,para,Mebang thlang khaw a thlanghing coengna yah na pamueh la khoh tih hnaemtaek thaekha na mah pawh.,24,hlt,96,96
24,title,Boel-6,25,hlt,6,6
25,para,[missing],26,hlt,9,9
26,title,Boel-7,27,hlt,6,6
27,para,"Mebang thlangkhaw, me roek akhaw upadi hmai ah thlanghing coengna hamhmoel te pom pa ham om.",28,hlt,92,92
28,title,Boel-8,29,hlt,6,6
29,para,"Thlang boeih upadi hmai ah paekboe mueh la vanpit cala dawndah ham om. He kah olhoena kah angaih na he aek tih paekboena sai na neh, tlamte saiham cahoeh na lam ka loh aloeih na ham dawndah na khaw vanpit cala apang ni.",30,hlt,219,219
30,title,Boel-9,31,hlt,6,6
31,para,"Mebang thlangkhaw upadi ning mueh la tukna, khohna neh ramvoel la haekna om mah pawh.",32,hlt,85,85
32,title,Boel-10,33,hlt,7,7
33,para,"U ca khaw hamhmoel cana neh taham paek na so ah oltloek vaengah mai a, tholh na so ah laitloek vaeng ah mai a, thlangboeih laithui yung loh khat ben khat bang haa roi mueh la rangpui hmai ah duengtlang cala laithui tih laitloekna te vanpit ca la apang ham om.",34,hlt,259,259
34,title,Boel-11,35,hlt,7,7
35,para,"Rangpui hmai a upadi ning la laithui vaeng ah tholh pael nate tholh tangtang ti la lai atloek hlan khui tah tholhpael thlang te tholhpawh ti la poek thai na hamhmoel a tawn. Te bang laithui vaeng ah tholhpael thlang te, te kah lai thui na ah oeltaih thaina hamhmoel paek tangtae la om.",36,hlt,285,285
36,para,"Thlangkhat te ramtung upadi ning lam mai a, ramtom upadi ning lam mai a, lai la ka coeng pawh bibi na tpt bibi na pawt ning la tholh pael pawt ham. Tecoeng ah saitholh li vaeng kah paek tueng dantat na lak ah alen bet dan paek pawt ham.",37,hlt,236,236
37,title,Boel-12,38,hlt,7,7
38,para,"Mebang thlang khaw mahngaih ah dingsuek la khosak na ah khaw ti saeh, mah imkhuiko, mah imlo, caa pat ca na so ah upadi ning mueh la rolrak thai pawh. Tecoeng ah mah kah rimom nate khaw aso ben kah bangla thuithet mah pawh. Thlangtom tebang rolrakna neh thuithet na kui lam ka loh upadi ning la dawndah thai na hamhmoel atawn.",39,hlt,326,326
39,title,Boel-13,40,hlt,7,7
40,para,"Thlangtom boeih ramtung ramri khui ah ngaihloei ah puen u thai, kho asak thai  hamhmoel atawn.",41,hlt,94,94
41,para,"Thlangtom boeih mah khosakna ramtung lam ka loh, ramtung tloe lam ka loh puen thai na hamhmoel atawn coeng ah mah ramla mael thaina ham hmoel atawn.",42,hlt,148,148
42,title,Boel-14,43,hlt,7,7
43,para,Thlangtom boeih hnaemtaekna lam ka loh loeih na ham ramtung tloe ah dingsuek cala raehba thai na hamhmoel atawn.,44,hlt,112,112
44,para,"Nainganyae neh tukkai mueh saitholh khui long mai a, UNO kah mengteng na, poek na neh kalh saitholh khui long mai a, aka coeng tholh cana dong ah aka soeng tholhpael na so ah aso kah hamhmoel te hno na thai pawh.",45,hlt,212,212
45,title,Boel-15,46,hlt,7,7
46,para,Thlangtom boeih ramtung khat kah khosa ca la coeng thai.,47,hlt,56,56
47,para,Upadi ning mueh la ucakhaw amah ramtung kah khosa ca la coeng na te bawt pa sak thai pawh. Ramtung tloe kah khosaca tloe la coeng na te khaw hnoel pa thai pawh.,48,hlt,160,160
48,title,Boel-16,49,hlt,7,7
49,para,"Kum ka cuep tangtae huta tungpa roek te thlangphun dong mai a, khosaca coeng na dong mai a, bawk na dong mai a paengnael tih pinyen mueh la yuva sak na neh imkhuiko pai thai na hamhmoel atawn. Tikah huta neh tungpa ayuva roi vaeng a mai a, apaek u roi vaeng amai a, kuttukna, yu loh vasak na neh ka van u hamhmoel te a dang tueng ni.",50,hlt,333,333
50,para,Cadong neh hula te amah mih kongaih na bangla ngaih loei ah yu loh va asak thai.,51,hlt,80,80
51,para,Imkhuiko khat he thlanghing khuiping khat kah akungsut la om. Tikah imkhuiko te thlanghing khuiping neh baran kah dawndah na adang ham om.,52,hlt,138,138
52,title,Boel-17,53,hlt,7,7
53,para,"Thlangtom boeih amah bueng mai a, thlangtloe nen maia bok u tih hnopai cina te atawn thaina hamhmoel atawn. Upadi ning mueh la mebang thlang long khaw hnopai tawn thaina hamhmoel bawt pa sak thai pawh.",54,hlt,201,201
54,para,[missing],55,hlt,9,9
55,title,Boel-18,56,hlt,7,7
56,para,"Thlangtom boeih ngaihloei ah khopoek thai na neh phueng thaina, ngaihloei ah pom tih paithai na neh ngaihloei ah bawk thai na om. Tikah hamhmoel te mah kah bawk na tpt oengna te ngaihloei ah puentak thai bueng mueh la amah bueng mai a, thlangtloe nab bok u tih mai a, rangpui boeih kah hmai ah mai a, ahuep lam mai a, mah kah bawk nate tpt oengna te ngaihloei ah cangpui thai, bawk thai nate ahno thaina hamhmoel thum.",57,hlt,418,418
57,title,Boel-19,58,hlt,7,7
58,para,"Thlangtom boeih ngaihloei ah khopoek tih ngaihloei ah phong thaina hamhmoel atawn. Tekah hamhmoel dong ah rolrakna om mueh la ngaihloei ah khopoek thai na thum bueng mueh la ramri cina loh kanghalh mueh la olthangkali neh khopoek nate cangthaina, pomthaina neh raekra thaina hil ah thum.",59,hlt,287,287
59,title,Boel-20,60,hlt,7,7
60,para,Thlangtom boeih ngaihloei ah suepsuep tingtun thaina neh buping phueng thaina hamhmoel atawn.,61,hlt,93,93
61,para,Mebang thlang khaw buping khui ah athama la kun sak phung pawh.,62,hlt,63,63
62,title,Boel-21,63,hlt,7,7
63,para,"Thlangtom boeih mahkah ramtung ukna khui ah mah roe mai a, langya la atuek laipai long mai a patoeng thum tih bi thai na hamhmoel atawn.",64,hlt,136,136
64,para,Thlangtom boeih mah ramtung kah baran bibii ah kun thai na hamhmoel vanpit la adang u ni.,65,hlt,89,89
65,para,"Pilnam kah ngaihna he ukna anaa kah akungsut la om ni. Te ngaihna te tue tang boel ve tih tuekna neh tueng sak ni. Tuekna ah thlangtom boeih mek paek thai ni. Te tuekna ah ahuep la mek paek na nen mai a, tebang ne ka van u mekpaek phung nen maia sai ham om.",66,hlt,257,257
66,title,Boel-22,67,hlt,7,7
67,para,"Thlangtom boeih thlanghing khuiping kah roihui khat la aom dong ah athaethen ah sasuengna hamhmoel atawn buengmueh la nainganyae tangna nen mai a, ramtom kah bongyong na nen mai a, ramtung takuem kah constitution nen mai a, diklai khui kah phuting koeva nen mai a, tikah thlang kah rim om na neh moeiboe aroeng na ham angoe economic, social neh singyoe hamhmoel boei ahno na thai.",68,hlt,380,380
68,title,Boel-23,69,hlt,7,7
69,para,"Thlangtom boeih bibi na ham mai a, mah kah bungkhut na bi ngaihloei ah tuek vaeng ah mai a, tuengta ca la bibi na hmuen ah bi thai na ham mai a, bibi khueh pawt thlangla coeng na lam ka loh dawndah na dang thai na hamhmoel om.",70,hlt,226,226
70,para,Thlangtom boeih bi pakhat so ah aphu khaw avanpit la adang ham om.,71,hlt,66,66
71,para,"Bi ka bi thlang boeih he amah neh a imkhuiko rimom cala khosak thai ham tuengta ca neh ngaaikhuek cala bi tih thapang khaw adang ham om. Angoe atah, atloe long khaw bomcemna n ate adang thaina om.",72,hlt,196,196
72,para,Thlangtom boeih amah hoikhangna dawndah na ham la bibithlang buping cina phueng tih thumthaina hamhmoel atawn.,73,hlt,110,110
73,title,Boel-24,74,hlt,7,7
74,para,"Thlangtom boeih atingtawk la boelrai tangtae bibi tue, thapang neh angoengaih bangla ahmoel tangtae duem tue, bi hoeptue apang thai.",75,hlt,132,132
75,title,Boel-25,76,hlt,7,7
76,para,"Thlangtom boeih amah neh a imkhui kho taksa neh lungbui thinko sading cala kho n’sak thai naham caakooh, puei naak, imlo, tuisi bomna neh thlanghing ka ngoekoi bomna boeih n’dangthai la om ni. Tebueng muehla bi a om pawtvaeng a khaw tisaeh, sa a ding pawt vaeng a khaw tisaeh, kut kho a soep patvaeng a khaw tisaeh, nu hmaila a om vaeng a khaw tisaeh, patong hamca vaeng a khaw tisaeh, mah kut kho loh cawi pawt tih bungkhutna long im m’ming pawt vaeng a khaw tisaeh, ngaimong sasueng cala khosak thaina hamhmoel atawn.",77,hlt,519,525
77,para,"Ca ka cuun manu cana neh camoe cana he athen cala sawtlet dawndah tih bomcen na adang thai. Upadi ningla yuvasak na nen mai a, a tloe longim nen mai a cuun la ka om camoe boeih te vanpit cala sawtlet dawndah na dangthai la om ni.",78,hlt,229,229
78,title,Boel-26,79,hlt,7,7
79,para,Thlangtom boeih cacang thaina hamhmoel atawn u. Ayol bik tangli hil ah ayoe la cang thai. Tangli hilte cangsak roeroe ham om. Seh ben neh bungkhut naben cuithoemna cang na he thlangboeih loh acang thai.,80,hlt,202,202
80,para,"Cuihthoemna cang vaeng ah thlanghing moeiboe athen la aroeng naham ben neh, thlanghing hamhmoel neh yalpo na (fundamental freedom) ben hinyah na thai ham cangpui ni. Ram boeih, thlangphun boeih tpt bawkna buping boeih laklo ah kodo na neh yakming uthae doe ah pawlnaeng thai na pomsang paham buengmueh la United Nations loh ralmongna khoembaelna ah colhtat thai na ham hil ah acang pui ni.",81,hlt,389,389
81,para,Cunkung manu napa boeih loh acana loh acang ham koi cuihthoemna te atuek pa ham om ni.,82,hlt,86,86
82,title,Boel-27,83,hlt,7,7
83,para,"Thlangtom boeih mah khuiping kah singyoe moeiboe neh khosak na ah thum thaina, arts ah omthen bawn thaina, science ben ah hnothai phuengthaina neh a hoeikhangna pang thaina ah ngaihloei ah thum thai.",84,hlt,199,199
84,para,"Thlangtom boeih he science ben kah hnosai na dong kah, arts ben sai nadong kah adang koi hoeikhang na te dawndah thaina hamhmoel a tawn.",85,hlt,136,136
85,title,Boel-28,86,hlt,7,7
86,para,"Thlangtom boeih he kah olhoena na khui kah ka thum hamhmoel neh yalpona te khat neh khat tukkaina-sawtletna,ramtom ah hno na thai.",87,hlt,130,130
87,title,Boel-29,88,hlt,7,7
88,para,"Mah kah moeiboe asoep cala, ngaihloei ah aroeng thai na khuiping pakhat ham thlang boeih loh taham n’tawn.",89,hlt,106,108
89,para,"Thlangboeih loh Mah kah yalpona hamhmoel te hno na vaeng ah, thlangtloe kah hamhmoel neh yalpona te hinyah doe ah yakmingpui thai na ham mai a, democracy ka hno na thlanghing khuiping ah moeiboe buengmueh la, khoram ralmongna ham neh pilnam hoeikhang na ham, duengtlang cala khosak thai na ham mai a, upadi nen bueng ni ari among n’suem pa thai.",90,hlt,345,347
90,para,"Te kah hamhmoel neh yalpona te mebang hno ham khaw, UN kah maengtaeng na neh mai a, kungsut ol ninglam(principle) nen mai a akalh la hno na mah pawh.",91,hlt,149,149
91,title,Boel-30,92,hlt,7,7
92,para,"He kah hoena cayol khui kah hamhmoel neh yalpona te poci na ham taeng tih ramtung khat ham mai a, thlang roiat ham mai a, thlangkhat bueng ham mai a bithai na hamhmoel om ti lam mai a, mah roeroe loh bi ham hamhmoel om ti lam mai a atloe la thloep hno na mah pawh.",93,hlt,264,264
0,title,Mikip nih ngeihmi thiltikhawhnak tinvo theihternak,1,cnh,50,50
1,para,"10 December 1948 ni ah United Nations chungtel pawl tonpumhnak ah mi kip nih ngeihmi thilti khawhnak tinvo theihternak kha UN General Assembly (Bupi meting) nih an fehter cang tinak theihternak an tuah. Cu theihternak ca a tlamtling tein a hnulei catlap ah ai tel. Hi bantukin ram tuanbia ah a biapi mi thawng theiternak an tuah dih hnuah hi UN chungtel tonpumhnak nih theihternak cu zapi nih an theihhngalh khawh nakhnga theihter cio chin ding le cu hleiah ram kip a siloah ram khat le ram khat thleidannak um lo tein a biapi bik in sianginn ah le cacawnnak hmun kip ah cu theihternak cu phawt cio dih ding, zapi hmuh khawhnak dingah chiahpiak ding, relter ding le a sullam zong chimh cio dingah an nawl dih hna.",2,cnh,713,713
2,title,Biahmaisa,3,cnh,9,9
3,para,"Mi vialte hmaizah upat awk le mi vialte he ai tlukmi thilti khawhnak kan ngei cio ti hngalh khawhnak cu mi vialte i zalonnak, a phungning tein thil tinak le daihnak timi hna i a hrampi a si caah siseh,",4,cnh,201,201
4,para,"Mikip ngeihmi thilti khawhnak tinvo kha zeirel loin um cu mi vialte i upat awk tlak mi ziaza tha hna kha hrawkralnak a chuahter caah siseh, zalong tein biachim khawhnak, zalong tein biak khawhnak, tihphannak um lo le duhherhnak ah zalong tein um khawhnak kha mi vialte saduhthah ngan pi a si tiah thawngthanh cia a si caah siseh,",5,cnh,329,329
5,para,"Mi vialte hna kha a phungning lo le zawmhtaih hremuk nak kha hrial awk a that lo caah a hnu bik ah hriamnam a lak i raldohnak a um nakhnga lo mi kip nih ngeihmi thilti khawhnak tinvo kha upadi nih a runven le a khamh awk a si caah siseh,",6,cnh,237,237
6,para,"Ram khat le ram khat dawhria tein pehtlaihnak kha thanchoternak tuah a herh caah siseh,",7,cnh,87,87
7,para,"UN chungtel hna nih minung upat tihzah awk a tlak zia, nu le pa hna nih ngeihmi ai khat mi thiltikhawhnak tinvo hna kha UN nih kan upat i kan zumh ko tiah a fehter than cangmi a si caah le minung thanchonak le minung nunnak a dotdot in zalong tein a thancho deuh chin lengmang nakhnga siseh,",8,cnh,291,291
8,para,"UN chungtel hna nih United Nations he i kawmh in mi kip nih ngeihmi thiltikhawhnak tinvo, zalong tein thiltikhawhnak a hrampi hna kha UN chungtel kip nih kan upat kan zulh ko lai i thazang kan pek ko lai tiah bia kan i kam cang caah siseh,",9,cnh,239,239
9,para,Cucaah,10,cnh,6,6
10,para,Bupi tonh pumhnak (General Assembly) nih,11,cnh,40,40
11,para,"Mikip nih ngeih mi thiltikhawhnak tinvo theihternak kha miphun kip nih cinken theihhngalhnak dingah le ram kip nih cun mi kip nih ngeihmi thiltikhawhnak tinvo le zalonnak kha upat le zulh ding, chim chin cio dingah kan ni zuam cio lai tiah siseh, UN chungtel kip ram hna le cu ram ukmi hna chung a um mi minung vialte nih cu mi kip thiltikhawhnak tinvo ngeihmi le zalonnak kha tha tein zulh cio dingah kan ni zuam lai tiah siseh, cu mikip thiltikhawhnak ngeihmi tinvo theihternak kha ram kip le miphun kip nih tlamtling tein kan tuah khawh cio nakhnga kan ni zuam lai tiah a tu thawngthanhnak kan tuah.",12,cnh,602,602
12,title,DAL 1,13,cnh,5,5
13,para,"Mi vialte hna cu zalong te, ai tluk te le upat tihzah awktlak le thiltikhawhnak tinvo a ngei in a chuak mi kan si dih. Minung cu a chia a tha thleidang khomi ruahnak le theihthiamnak ziaza tha a ngeimi kan si caah pakhat le pakhat dawtnak he i pehtlaihnak le i hawikawmhnak ngeih ding kan si.",14,cnh,292,292
